bird_observation_id,record_id,count,date,time,latitude,longitude,hemisphere,activity,speed,direction,cloud_cover,precipitation,wind_speed_class,wind_direction,air_temperature,pressure,sea_state_class,sea_surface_temperature,depth,observer,census_method,season
13968,7041025,1,1981-05-31,09:15:00,-35,157,E,"steaming, sailing",10,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13969,7041025,1,1981-05-31,09:15:00,-35,157,E,"steaming, sailing",10,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13970,7041025,4,1981-05-31,09:15:00,-35,157,E,"steaming, sailing",10,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13971,7041025,1,1981-05-31,09:15:00,-35,157,E,"steaming, sailing",10,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13972,7041026,1,1981-05-31,10:15:00,-35,156,E,"steaming, sailing",10,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13973,7041026,1,1981-05-31,10:15:00,-35,156,E,"steaming, sailing",10,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13974,7041026,1,1981-05-31,10:15:00,-35,156,E,"steaming, sailing",10,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13975,7041026,1,1981-05-31,10:15:00,-35,156,E,"steaming, sailing",10,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13976,7041027,1,1981-05-31,11:45:00,-35,156,E,"steaming, sailing",10,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13977,7041027,1,1981-05-31,11:45:00,-35,156,E,"steaming, sailing",10,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13978,7041028,1,1981-05-31,13:00:00,-35,156,E,"steaming, sailing",10,NA,overcast,showers,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13979,7041028,1,1981-05-31,13:00:00,-35,156,E,"steaming, sailing",10,NA,overcast,showers,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13980,7041028,4,1981-05-31,13:00:00,-35,156,E,"steaming, sailing",10,NA,overcast,showers,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13981,7041028,2,1981-05-31,13:00:00,-35,156,E,"steaming, sailing",10,NA,overcast,showers,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13982,7041029,2,1981-05-31,15:00:00,-35,155,E,"steaming, sailing",10,NA,overcast,showers,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13983,7041029,1,1981-05-31,15:00:00,-35,155,E,"steaming, sailing",10,NA,overcast,showers,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13984,7041030,2,1981-05-31,16:00:00,-35,155,E,"steaming, sailing",10,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,autumn
13985,7041031,1,1981-06-01,09:30:00,-34,152,E,"steaming, sailing",15,NA,overcast,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,winter
13986,7041032,1,1981-06-01,07:30:00,-34,152,E,"steaming, sailing",15,NA,overcast,squalls,5,NA,NA,NA,5,NA,NA,A. Baines,full,winter
13987,7041033,1,1981-06-05,07:05:00,-34,153,E,"steaming, sailing",16,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,A. Baines,full,winter
13988,7041034,1,1981-06-05,07:40:00,-34,153,E,"steaming, sailing",15.6,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,A. Baines,full,winter
13989,7041034,1,1981-06-05,07:40:00,-34,153,E,"steaming, sailing",15.6,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,A. Baines,full,winter
13990,7041034,1,1981-06-05,07:40:00,-34,153,E,"steaming, sailing",15.6,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,A. Baines,full,winter
13991,7041035,3,1981-06-05,08:45:00,-34,153,E,"steaming, sailing",16,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
13992,7041035,1,1981-06-05,08:45:00,-34,153,E,"steaming, sailing",16,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
13993,7041035,2,1981-06-05,08:45:00,-34,153,E,"steaming, sailing",16,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
13994,7041036,2,1981-06-05,09:30:00,-34,154,E,"steaming, sailing",15.8,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
13995,7041036,2,1981-06-05,09:30:00,-34,154,E,"steaming, sailing",15.8,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
13996,7041037,2,1981-06-05,10:30:00,-34,154,E,"steaming, sailing",15.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
13997,7041037,1,1981-06-05,10:30:00,-34,154,E,"steaming, sailing",15.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
13998,7041038,2,1981-06-05,12:30:00,-34,154,E,"steaming, sailing",15.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
13999,7041038,1,1981-06-05,12:30:00,-34,154,E,"steaming, sailing",15.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14000,7041039,2,1981-06-05,13:30:00,-35,155,E,"steaming, sailing",16,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14001,7041039,1,1981-06-05,13:30:00,-35,155,E,"steaming, sailing",16,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14002,7041040,4,1981-06-05,16:00:00,-36,156,E,"steaming, sailing",16,NA,overcast,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14003,7041040,2,1981-06-05,16:00:00,-36,156,E,"steaming, sailing",16,NA,overcast,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14004,7041040,1,1981-06-05,16:00:00,-36,156,E,"steaming, sailing",16,NA,overcast,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14005,7041041,3,1981-06-06,07:35:00,-36,160,E,"steaming, sailing",14.5,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14006,7041042,3,1981-06-06,08:00:00,-36,160,E,"steaming, sailing",14.5,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14007,7041042,1,1981-06-06,08:00:00,-36,160,E,"steaming, sailing",14.5,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14008,7041043,3,1981-06-06,09:00:00,-36,160,E,"steaming, sailing",14.5,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14009,7041043,1,1981-06-06,09:00:00,-36,160,E,"steaming, sailing",14.5,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14010,7041043,2,1981-06-06,09:00:00,-36,160,E,"steaming, sailing",14.5,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14011,7041043,5,1981-06-06,09:00:00,-36,160,E,"steaming, sailing",14.5,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14012,7041043,3,1981-06-06,09:00:00,-36,160,E,"steaming, sailing",14.5,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14013,7041044,3,1981-06-06,10:00:00,-36,161,E,"steaming, sailing",15,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14014,7041044,1,1981-06-06,10:00:00,-36,161,E,"steaming, sailing",15,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14015,7041044,1,1981-06-06,10:00:00,-36,161,E,"steaming, sailing",15,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14016,7041044,9,1981-06-06,10:00:00,-36,161,E,"steaming, sailing",15,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14017,7041044,6,1981-06-06,10:00:00,-36,161,E,"steaming, sailing",15,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14018,7041045,3,1981-06-06,11:00:00,-36,161,E,"steaming, sailing",15,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14019,7041045,2,1981-06-06,11:00:00,-36,161,E,"steaming, sailing",15,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14020,7041045,5,1981-06-06,11:00:00,-36,161,E,"steaming, sailing",15,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14021,7041045,6,1981-06-06,11:00:00,-36,161,E,"steaming, sailing",15,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14022,7041046,2,1981-06-06,11:30:00,-36,161,E,"steaming, sailing",15,NA,overcast,squalls,5,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14023,7041046,2,1981-06-06,11:30:00,-36,161,E,"steaming, sailing",15,NA,overcast,squalls,5,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14024,7041046,7,1981-06-06,11:30:00,-36,161,E,"steaming, sailing",15,NA,overcast,squalls,5,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14025,7041047,1,1981-06-06,12:30:00,-36,161,E,"steaming, sailing",14.5,NA,overcast,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14026,7041047,2,1981-06-06,12:30:00,-36,161,E,"steaming, sailing",14.5,NA,overcast,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14027,7041047,5,1981-06-06,12:30:00,-36,161,E,"steaming, sailing",14.5,NA,overcast,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14028,7041047,7,1981-06-06,12:30:00,-36,161,E,"steaming, sailing",14.5,NA,overcast,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14029,7041047,1,1981-06-06,12:30:00,-36,161,E,"steaming, sailing",14.5,NA,overcast,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14030,7041048,2,1981-06-06,13:05:00,-37,161,E,"steaming, sailing",14.5,NA,overcast,showers,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14031,7041048,2,1981-06-06,13:05:00,-37,161,E,"steaming, sailing",14.5,NA,overcast,showers,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14032,7041048,2,1981-06-06,13:05:00,-37,161,E,"steaming, sailing",14.5,NA,overcast,showers,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14033,7041048,6,1981-06-06,13:05:00,-37,161,E,"steaming, sailing",14.5,NA,overcast,showers,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14034,7041049,1,1981-06-06,15:05:00,-37,162,E,"steaming, sailing",14.5,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14035,7041049,2,1981-06-06,15:05:00,-37,162,E,"steaming, sailing",14.5,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14036,7041049,4,1981-06-06,15:05:00,-37,162,E,"steaming, sailing",14.5,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14037,7041049,3,1981-06-06,15:05:00,-37,162,E,"steaming, sailing",14.5,NA,overcast,squalls,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14038,7041050,3,1981-06-06,16:30:00,-37,162,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14039,7041051,4,1981-06-07,07:00:00,-38,166,E,"steaming, sailing",13,NA,overcast,showers,1,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14040,7041052,4,1981-06-07,07:30:00,-38,166,E,"steaming, sailing",13,NA,partially cloudy,none,0,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14041,7041052,1,1981-06-07,07:30:00,-38,166,E,"steaming, sailing",13,NA,partially cloudy,none,0,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14042,7041052,1,1981-06-07,07:30:00,-38,166,E,"steaming, sailing",13,NA,partially cloudy,none,0,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14043,7041052,3,1981-06-07,07:30:00,-38,166,E,"steaming, sailing",13,NA,partially cloudy,none,0,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14044,7041052,3,1981-06-07,07:30:00,-38,166,E,"steaming, sailing",13,NA,partially cloudy,none,0,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14045,7041053,10,1981-06-07,09:00:00,-38,167,E,"steaming, sailing",13,NA,overcast,showers,1,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14046,7041053,1,1981-06-07,09:00:00,-38,167,E,"steaming, sailing",13,NA,overcast,showers,1,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14047,7041053,1,1981-06-07,09:00:00,-38,167,E,"steaming, sailing",13,NA,overcast,showers,1,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14048,7041054,8,1981-06-07,10:30:00,-38,167,E,"steaming, sailing",13,NA,overcast,none,1,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14049,7041054,1,1981-06-07,10:30:00,-38,167,E,"steaming, sailing",13,NA,overcast,none,1,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14050,7041055,12,1981-06-07,12:30:00,-38,167,E,"steaming, sailing",13,NA,overcast,squalls,1,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14051,7041055,1,1981-06-07,12:30:00,-38,167,E,"steaming, sailing",13,NA,overcast,squalls,1,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14052,7041055,1,1981-06-07,12:30:00,-38,167,E,"steaming, sailing",13,NA,overcast,squalls,1,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14053,7041055,4,1981-06-07,12:30:00,-38,167,E,"steaming, sailing",13,NA,overcast,squalls,1,NA,NA,NA,1,NA,NA,A. Baines,full,winter
14054,7041056,8,1981-06-07,13:30:00,-39,168,E,"steaming, sailing",13,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14055,7041056,1,1981-06-07,13:30:00,-39,168,E,"steaming, sailing",13,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14056,7041056,1,1981-06-07,13:30:00,-39,168,E,"steaming, sailing",13,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14057,7041056,5,1981-06-07,13:30:00,-39,168,E,"steaming, sailing",13,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14058,7041057,4,1981-06-07,16:00:00,-39,168,E,"steaming, sailing",12.5,NA,overcast,rain,4,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14059,7041058,1,1981-06-08,08:00:00,-40,173,E,"steaming, sailing",14.5,NA,overcast,squalls,5,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14060,7041058,1,1981-06-08,08:00:00,-40,173,E,"steaming, sailing",14.5,NA,overcast,squalls,5,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14061,7041058,2,1981-06-08,08:00:00,-40,173,E,"steaming, sailing",14.5,NA,overcast,squalls,5,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14062,7041059,2,1981-06-08,08:35:00,-40,173,E,"steaming, sailing",14.5,NA,overcast,squalls,5,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14063,7041059,5,1981-06-08,08:35:00,-40,173,E,"steaming, sailing",14.5,NA,overcast,squalls,5,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14064,7041059,3,1981-06-08,08:35:00,-40,173,E,"steaming, sailing",14.5,NA,overcast,squalls,5,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14065,7041060,4,1981-06-08,11:00:00,-41,174,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14066,7041060,5,1981-06-08,11:00:00,-41,174,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14067,7041060,2,1981-06-08,11:00:00,-41,174,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14068,7041060,2,1981-06-08,11:00:00,-41,174,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14069,7041060,1,1981-06-08,11:00:00,-41,174,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,5,NA,NA,A. Baines,full,winter
14070,7042001,1,1981-07-10,07:30:00,-39,169,E,"steaming, sailing",15,NA,overcast,showers,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14071,7042001,2,1981-07-10,07:30:00,-39,169,E,"steaming, sailing",15,NA,overcast,showers,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14072,7042001,2,1981-07-10,07:30:00,-39,169,E,"steaming, sailing",15,NA,overcast,showers,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14073,7042001,1,1981-07-10,07:30:00,-39,169,E,"steaming, sailing",15,NA,overcast,showers,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14074,7042002,6,1981-07-10,16:30:00,-38,166,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14075,7042002,2,1981-07-10,16:30:00,-38,166,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14076,7042002,7,1981-07-10,16:30:00,-38,166,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14077,7042002,6,1981-07-10,16:30:00,-38,166,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14078,7042003,1,1981-07-11,07:30:00,-39,169,E,"steaming, sailing",15,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14079,7042003,2,1981-07-11,07:30:00,-39,169,E,"steaming, sailing",15,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14080,7042003,2,1981-07-11,07:30:00,-39,169,E,"steaming, sailing",15,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14081,7042003,1,1981-07-11,07:30:00,-39,169,E,"steaming, sailing",15,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14082,7042004,2,1981-07-11,16:30:00,-36,159,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14083,7042004,1,1981-07-11,16:30:00,-36,159,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14084,7042004,1,1981-07-11,16:30:00,-36,159,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14085,7042004,2,1981-07-11,16:30:00,-36,159,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14086,7042004,1,1981-07-11,16:30:00,-36,159,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14087,7042004,1,1981-07-11,16:30:00,-36,159,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14088,7042005,3,1981-07-11,17:15:00,-35,158,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14089,7042005,4,1981-07-11,17:15:00,-35,158,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14090,7042005,1,1981-07-11,17:15:00,-35,158,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14091,7042005,3,1981-07-11,17:15:00,-35,158,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14092,7042006,1,1981-07-12,07:30:00,-35,155,E,"steaming, sailing",11,NA,overcast,showers,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14093,7042006,1,1981-07-12,07:30:00,-35,155,E,"steaming, sailing",11,NA,overcast,showers,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14094,7042006,2,1981-07-12,07:30:00,-35,155,E,"steaming, sailing",11,NA,overcast,showers,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14095,7042007,2,1981-07-12,16:30:00,-34,153,E,"steaming, sailing",11,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14096,7042007,3,1981-07-12,16:30:00,-34,153,E,"steaming, sailing",11,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14097,7042007,1,1981-07-12,16:30:00,-34,153,E,"steaming, sailing",11,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14098,7042007,1,1981-07-12,16:30:00,-34,153,E,"steaming, sailing",11,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14099,7042007,3,1981-07-12,16:30:00,-34,153,E,"steaming, sailing",11,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14100,7042007,2,1981-07-12,16:30:00,-34,153,E,"steaming, sailing",11,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14101,7042008,2,1981-07-13,06:30:00,-33,151,E,stationary,0,NA,clear,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14102,7042008,1,1981-07-13,06:30:00,-33,151,E,stationary,0,NA,clear,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14103,7042008,2,1981-07-13,06:30:00,-33,151,E,stationary,0,NA,clear,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14104,7042009,1,1981-07-13,07:30:00,-33,151,E,stationary,0,NA,clear,none,3,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14105,7042009,1,1981-07-13,07:30:00,-33,151,E,stationary,0,NA,clear,none,3,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14106,7042009,6,1981-07-13,07:30:00,-33,151,E,stationary,0,NA,clear,none,3,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14107,7042010,2,1981-07-13,16:30:00,-40,173,E,"steaming, sailing",15,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14108,7042010,11,1981-07-13,16:30:00,-40,173,E,"steaming, sailing",15,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14109,7042010,1,1981-07-13,16:30:00,-40,173,E,"steaming, sailing",15,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14110,7042011,1,1981-07-17,16:30:00,-35,156,E,"steaming, sailing",15.2,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14111,7042011,2,1981-07-17,16:30:00,-35,156,E,"steaming, sailing",15.2,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14112,7042011,2,1981-07-17,16:30:00,-35,156,E,"steaming, sailing",15.2,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14113,7042011,2,1981-07-17,16:30:00,-35,156,E,"steaming, sailing",15.2,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,winter
14114,7042012,1,1981-07-18,07:30:00,-36,159,E,"steaming, sailing",11,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14115,7042012,3,1981-07-18,07:30:00,-36,159,E,"steaming, sailing",11,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14116,7042012,1,1981-07-18,07:30:00,-36,159,E,"steaming, sailing",11,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14117,7042012,5,1981-07-18,07:30:00,-36,159,E,"steaming, sailing",11,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14118,7042012,NA,1981-07-18,07:30:00,-36,159,E,"steaming, sailing",11,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14119,7042013,1,1981-07-18,08:30:00,-36,159,E,"steaming, sailing",10.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14120,7042013,3,1981-07-18,08:30:00,-36,159,E,"steaming, sailing",10.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14121,7042013,3,1981-07-18,08:30:00,-36,159,E,"steaming, sailing",10.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14122,7042013,5,1981-07-18,08:30:00,-36,159,E,"steaming, sailing",10.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14123,7042013,1,1981-07-18,08:30:00,-36,159,E,"steaming, sailing",10.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14124,7042013,30,1981-07-18,08:30:00,-36,159,E,"steaming, sailing",10.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14125,7042014,1,1981-07-18,16:00:00,-36,161,E,"steaming, sailing",11,NA,overcast,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14126,7042014,3,1981-07-18,16:00:00,-36,161,E,"steaming, sailing",11,NA,overcast,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14127,7042014,4,1981-07-18,16:00:00,-36,161,E,"steaming, sailing",11,NA,overcast,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14128,7042014,2,1981-07-18,16:00:00,-36,161,E,"steaming, sailing",11,NA,overcast,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14129,7042014,1,1981-07-18,16:00:00,-36,161,E,"steaming, sailing",11,NA,overcast,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14130,7042014,4,1981-07-18,16:00:00,-36,161,E,"steaming, sailing",11,NA,overcast,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14131,7042014,4,1981-07-18,16:00:00,-36,161,E,"steaming, sailing",11,NA,overcast,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14132,7042015,2,1981-07-19,07:00:00,-37,163,E,"steaming, sailing",9,NA,overcast,none,5,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14133,7042015,4,1981-07-19,07:00:00,-37,163,E,"steaming, sailing",9,NA,overcast,none,5,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14134,7042015,4,1981-07-19,07:00:00,-37,163,E,"steaming, sailing",9,NA,overcast,none,5,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14135,7042015,1,1981-07-19,07:00:00,-37,163,E,"steaming, sailing",9,NA,overcast,none,5,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14136,7042016,1,1981-07-19,08:00:00,-37,164,E,"steaming, sailing",9,NA,overcast,none,5,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14137,7042016,2,1981-07-19,08:00:00,-37,164,E,"steaming, sailing",9,NA,overcast,none,5,NA,NA,NA,4,NA,NA,A. Baines,full,winter
14138,7042016,1,1981-07-19,08:00:00,-37,164,E,"steaming, sailing",9,NA,overcast,none,5,NA,NA,NA,4,NA,NA,A. Baines,full,winter
