bird_observation_id,record_id,count,date,time,latitude,longitude,hemisphere,activity,speed,direction,cloud_cover,precipitation,wind_speed_class,wind_direction,air_temperature,pressure,sea_state_class,sea_surface_temperature,depth,observer,census_method,season
1,1083001,6,1975-10-15,14:00:00,-45.917,165.4,E,"steaming, sailing",15,NA,overcast,showers,5,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
2,1083001,2,1975-10-15,14:00:00,-45.917,165.4,E,"steaming, sailing",15,NA,overcast,showers,5,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
3,1083001,8,1975-10-15,14:00:00,-45.917,165.4,E,"steaming, sailing",15,NA,overcast,showers,5,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
4,1083001,2,1975-10-15,14:00:00,-45.917,165.4,E,"steaming, sailing",15,NA,overcast,showers,5,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
5,1083001,4,1975-10-15,14:00:00,-45.917,165.4,E,"steaming, sailing",15,NA,overcast,showers,5,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
6,1084001,10,1975-11-03,13:10:00,-35.533,125,E,"steaming, sailing",14,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
7,1084001,2,1975-11-03,13:10:00,-35.533,125,E,"steaming, sailing",14,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
8,1084001,18,1975-11-03,13:10:00,-35.533,125,E,"steaming, sailing",14,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
9,1084002,10,1975-11-04,14:20:00,-37.667,132.25,E,"steaming, sailing",14.5,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
10,1084002,2,1975-11-04,14:20:00,-37.667,132.25,E,"steaming, sailing",14.5,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
11,1084002,2,1975-11-04,14:20:00,-37.667,132.25,E,"steaming, sailing",14.5,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
12,1084002,2,1975-11-04,14:20:00,-37.667,132.25,E,"steaming, sailing",14.5,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
13,1084002,8,1975-11-04,14:20:00,-37.667,132.25,E,"steaming, sailing",14.5,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
14,1084002,1,1975-11-04,14:20:00,-37.667,132.25,E,"steaming, sailing",14.5,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
15,1084003,14,1975-11-08,16:15:00,-40,162,E,"steaming, sailing",14.6,NA,partially cloudy,squalls,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
16,1084003,4,1975-11-08,16:15:00,-40,162,E,"steaming, sailing",14.6,NA,partially cloudy,squalls,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
17,1084003,3,1975-11-08,16:15:00,-40,162,E,"steaming, sailing",14.6,NA,partially cloudy,squalls,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
18,1084003,8,1975-11-08,16:15:00,-40,162,E,"steaming, sailing",14.6,NA,partially cloudy,squalls,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
19,1084003,18,1975-11-08,16:15:00,-40,162,E,"steaming, sailing",14.6,NA,partially cloudy,squalls,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
20,1086001,6,1975-11-16,12:30:00,-36.167,174.917,E,"steaming, sailing",15,NA,partially cloudy,none,0,NA,NA,NA,1,NA,NA,D. Jeffcock,full,spring
21,1086001,55,1975-11-16,12:30:00,-36.167,174.917,E,"steaming, sailing",15,NA,partially cloudy,none,0,NA,NA,NA,1,NA,NA,D. Jeffcock,full,spring
22,1086001,12,1975-11-16,12:30:00,-36.167,174.917,E,"steaming, sailing",15,NA,partially cloudy,none,0,NA,NA,NA,1,NA,NA,D. Jeffcock,full,spring
23,1086002,22,1975-11-16,15:30:00,-35.417,174.567,E,"steaming, sailing",15,NA,overcast,none,3,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
24,1086002,7,1975-11-16,15:30:00,-35.417,174.567,E,"steaming, sailing",15,NA,overcast,none,3,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
25,1086003,4,1975-11-17,14:30:00,-35.25,168,E,"steaming, sailing",15,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
26,1086003,2,1975-11-17,14:30:00,-35.25,168,E,"steaming, sailing",15,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
27,1086003,3,1975-11-17,14:30:00,-35.25,168,E,"steaming, sailing",15,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
28,1086003,3,1975-11-17,14:30:00,-35.25,168,E,"steaming, sailing",15,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
29,1086003,1,1975-11-17,14:30:00,-35.25,168,E,"steaming, sailing",15,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
30,1086003,1,1975-11-17,14:30:00,-35.25,168,E,"steaming, sailing",15,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
31,1086004,4,1975-11-17,16:30:00,-35.3,167.333,E,"steaming, sailing",15,NA,partially cloudy,showers,2,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
32,1086004,2,1975-11-17,16:30:00,-35.3,167.333,E,"steaming, sailing",15,NA,partially cloudy,showers,2,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
33,1086004,3,1975-11-17,16:30:00,-35.3,167.333,E,"steaming, sailing",15,NA,partially cloudy,showers,2,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
34,1086004,1,1975-11-17,16:30:00,-35.3,167.333,E,"steaming, sailing",15,NA,partially cloudy,showers,2,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
35,1086004,1,1975-11-17,16:30:00,-35.3,167.333,E,"steaming, sailing",15,NA,partially cloudy,showers,2,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
36,1086005,3,1975-11-18,14:30:00,-36.5,161,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
37,1086005,4,1975-11-18,14:30:00,-36.5,161,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
38,1086005,2,1975-11-18,14:30:00,-36.5,161,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
39,1086005,4,1975-11-18,14:30:00,-36.5,161,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
40,1086005,2,1975-11-18,14:30:00,-36.5,161,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
41,1086005,2,1975-11-18,14:30:00,-36.5,161,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
42,1086006,1,1975-11-18,16:30:00,-36.333,160.5,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
43,1086006,3,1975-11-18,16:30:00,-36.333,160.5,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
44,1086007,1,1975-11-20,12:00:00,-39.183,146.283,E,"steaming, sailing",15,NA,overcast,none,7,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
45,1086007,1,1975-11-20,12:00:00,-39.183,146.283,E,"steaming, sailing",15,NA,overcast,none,7,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
46,1086007,1,1975-11-20,12:00:00,-39.183,146.283,E,"steaming, sailing",15,NA,overcast,none,7,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
47,1087001,NA,1975-11-22,14:00:00,NA,NA,NA,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
48,1087002,3,1975-11-23,14:30:00,-39.667,154.167,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
49,1087002,2,1975-11-23,14:30:00,-39.667,154.167,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
50,1087002,3,1975-11-23,14:30:00,-39.667,154.167,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
51,1087002,3,1975-11-23,14:30:00,-39.667,154.167,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
52,1087003,3,1975-11-23,16:00:00,-39.667,155,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
53,1087003,2,1975-11-23,16:00:00,-39.667,155,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
54,1087003,3,1975-11-23,16:00:00,-39.667,155,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
55,1087003,6,1975-11-23,16:00:00,-39.667,155,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
56,1087003,48,1975-11-23,16:00:00,-39.667,155,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
57,1087003,1,1975-11-23,16:00:00,-39.667,155,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
58,1087004,3,1975-11-24,12:00:00,-39.85,161.933,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
59,1087004,2,1975-11-24,12:00:00,-39.85,161.933,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
60,1087004,3,1975-11-24,12:00:00,-39.85,161.933,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
61,1087005,3,1975-11-24,14:00:00,-39.933,162.083,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
62,1087005,2,1975-11-24,14:00:00,-39.933,162.083,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
63,1087005,3,1975-11-24,14:00:00,-39.933,162.083,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
64,1087006,3,1975-11-24,16:00:00,-40,164,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
65,1087006,2,1975-11-24,16:00:00,-40,164,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
66,1087006,3,1975-11-24,16:00:00,-40,164,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
67,1087007,2,1975-11-24,18:00:00,-40,NA,NA,"steaming, sailing",15,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
68,1087008,1,1975-11-25,10:00:00,-40.1,167.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
69,1087008,1,1975-11-25,10:00:00,-40.1,167.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
70,1087008,2,1975-11-25,10:00:00,-40.1,167.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
71,1087008,3,1975-11-25,10:00:00,-40.1,167.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
72,1087008,4,1975-11-25,10:00:00,-40.1,167.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
73,1087008,48,1975-11-25,10:00:00,-40.1,167.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
74,1087009,1,1975-11-25,13:00:00,-40.167,168.667,E,"steaming, sailing",15,NA,overcast,none,5,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
75,1087009,1,1975-11-25,13:00:00,-40.167,168.667,E,"steaming, sailing",15,NA,overcast,none,5,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
76,1087009,4,1975-11-25,13:00:00,-40.167,168.667,E,"steaming, sailing",15,NA,overcast,none,5,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
77,1087009,4,1975-11-25,13:00:00,-40.167,168.667,E,"steaming, sailing",15,NA,overcast,none,5,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
78,1087009,2,1975-11-25,13:00:00,-40.167,168.667,E,"steaming, sailing",15,NA,overcast,none,5,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
79,1087009,32,1975-11-25,13:00:00,-40.167,168.667,E,"steaming, sailing",15,NA,overcast,none,5,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
80,1087010,2,1975-11-25,14:00:00,-40.2,169.083,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
81,1087010,2,1975-11-25,14:00:00,-40.2,169.083,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
82,1087010,1,1975-11-25,14:00:00,-40.2,169.083,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
83,1087011,2,1975-11-25,15:20:00,-40.217,169.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
84,1087011,3,1975-11-25,15:20:00,-40.217,169.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
85,1087011,15,1975-11-25,15:20:00,-40.217,169.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
86,1087011,2,1975-11-25,15:20:00,-40.217,169.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
87,1087011,2,1975-11-25,15:20:00,-40.217,169.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
88,1088001,6,1975-11-09,16:50:00,-33,152,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
89,1088001,1,1975-11-09,16:50:00,-33,152,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
90,1088001,5,1975-11-09,16:50:00,-33,152,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
91,1088001,1,1975-11-09,16:50:00,-33,152,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
92,1088001,1,1975-11-09,16:50:00,-33,152,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
93,1088002,40,1975-11-09,18:25:00,-33,152,E,"steaming, sailing",10,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
94,1088002,2,1975-11-09,18:25:00,-33,152,E,"steaming, sailing",10,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
95,1088003,7,1975-11-09,NA,-34,152,E,"steaming, sailing",10,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
96,1088003,1,1975-11-09,NA,-34,152,E,"steaming, sailing",10,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
97,1088003,1,1975-11-09,NA,-34,152,E,"steaming, sailing",10,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
98,1088003,3,1975-11-09,NA,-34,152,E,"steaming, sailing",10,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
99,1088003,2,1975-11-09,NA,-34,152,E,"steaming, sailing",10,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
100,1088004,1,1975-11-10,07:15:00,-35,154,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
101,1088004,5,1975-11-10,07:15:00,-35,154,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
102,1088004,5,1975-11-10,07:15:00,-35,154,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
103,1088004,1,1975-11-10,07:15:00,-35,154,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
104,1088004,4,1975-11-10,07:15:00,-35,154,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
105,1088004,2,1975-11-10,07:15:00,-35,154,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
106,1088005,4,1975-11-10,10:45:00,-36,154,E,"steaming, sailing",11,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
107,1088005,7,1975-11-10,10:45:00,-36,154,E,"steaming, sailing",11,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
108,1088005,5,1975-11-10,10:45:00,-36,154,E,"steaming, sailing",11,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
109,1088005,3,1975-11-10,10:45:00,-36,154,E,"steaming, sailing",11,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
110,1088005,2,1975-11-10,10:45:00,-36,154,E,"steaming, sailing",11,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
111,1088006,4,1975-11-10,16:05:00,-37,157,E,"steaming, sailing",NA,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
112,1088006,5,1975-11-10,16:05:00,-37,157,E,"steaming, sailing",NA,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
113,1088006,1,1975-11-10,16:05:00,-37,157,E,"steaming, sailing",NA,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
114,1088006,1,1975-11-10,16:05:00,-37,157,E,"steaming, sailing",NA,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
115,1088006,2,1975-11-10,16:05:00,-37,157,E,"steaming, sailing",NA,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
116,1088007,7,1975-11-11,06:25:00,-39,158,E,"steaming, sailing",11,NA,clear,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
117,1088007,1,1975-11-11,06:25:00,-39,158,E,"steaming, sailing",11,NA,clear,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
118,1088007,4,1975-11-11,06:25:00,-39,158,E,"steaming, sailing",11,NA,clear,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
119,1088008,6,1975-11-11,11:35:00,-40,158,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
120,1088008,1,1975-11-11,11:35:00,-40,158,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
121,1088008,6,1975-11-11,11:35:00,-40,158,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
122,1088008,5,1975-11-11,11:35:00,-40,158,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
123,1088008,26,1975-11-11,11:35:00,-40,158,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
124,1088008,5,1975-11-11,11:35:00,-40,158,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
125,1088008,1,1975-11-11,11:35:00,-40,158,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
126,1088009,100,1975-11-11,15:00:00,-40,159,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
127,1088010,11,1975-11-11,16:10:00,-40,159,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
128,1088010,4,1975-11-11,16:10:00,-40,159,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
129,1088010,1,1975-11-11,16:10:00,-40,159,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
130,1088010,1,1975-11-11,16:10:00,-40,159,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
131,1088010,1,1975-11-11,16:10:00,-40,159,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
132,1088010,32,1975-11-11,16:10:00,-40,159,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
133,1088010,4,1975-11-11,16:10:00,-40,159,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
134,1088011,11,1975-11-11,18:35:00,-41,160,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
135,1088011,2,1975-11-11,18:35:00,-41,160,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
136,1088011,5,1975-11-11,18:35:00,-41,160,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
137,1088011,100,1975-11-11,18:35:00,-41,160,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
138,1088011,8,1975-11-11,18:35:00,-41,160,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
139,1088011,1,1975-11-11,18:35:00,-41,160,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
140,1088012,1,1975-11-12,06:05:00,-42,161,E,"steaming, sailing",11,NA,overcast,showers,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
141,1088013,2,1975-11-12,07:25:00,-42,162,E,"steaming, sailing",11,NA,partially cloudy,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
142,1088013,2,1975-11-12,07:25:00,-42,162,E,"steaming, sailing",11,NA,partially cloudy,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
143,1088013,1,1975-11-12,07:25:00,-42,162,E,"steaming, sailing",11,NA,partially cloudy,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
144,1088014,1,1975-11-12,10:30:00,-43,162,E,"steaming, sailing",11,NA,overcast,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
145,1088014,1,1975-11-12,10:30:00,-43,162,E,"steaming, sailing",11,NA,overcast,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
146,1088014,1,1975-11-12,10:30:00,-43,162,E,"steaming, sailing",11,NA,overcast,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
147,1088015,2,1975-11-12,17:30:00,-44,164,E,"steaming, sailing",NA,NA,overcast,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
148,1088015,1,1975-11-12,17:30:00,-44,164,E,"steaming, sailing",NA,NA,overcast,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
149,1088015,1,1975-11-12,17:30:00,-44,164,E,"steaming, sailing",NA,NA,overcast,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
150,1088015,9,1975-11-12,17:30:00,-44,164,E,"steaming, sailing",NA,NA,overcast,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
151,1088015,27,1975-11-12,17:30:00,-44,164,E,"steaming, sailing",NA,NA,overcast,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
152,1088015,1,1975-11-12,17:30:00,-44,164,E,"steaming, sailing",NA,NA,overcast,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
153,1088015,3,1975-11-12,17:30:00,-44,164,E,"steaming, sailing",NA,NA,overcast,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
154,1088016,2,1975-11-13,06:30:00,-46,166,E,"steaming, sailing",12,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
155,1088016,1,1975-11-13,06:30:00,-46,166,E,"steaming, sailing",12,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
156,1088016,5,1975-11-13,06:30:00,-46,166,E,"steaming, sailing",12,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
157,1088016,5,1975-11-13,06:30:00,-46,166,E,"steaming, sailing",12,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
158,1088017,3,1975-11-13,10:30:00,-46,167,E,"steaming, sailing",13,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
159,1088017,5,1975-11-13,10:30:00,-46,167,E,"steaming, sailing",13,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
160,1088017,1,1975-11-13,10:30:00,-46,167,E,"steaming, sailing",13,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
161,1088017,3,1975-11-13,10:30:00,-46,167,E,"steaming, sailing",13,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
162,1088017,2,1975-11-13,10:30:00,-46,167,E,"steaming, sailing",13,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
163,1088017,4,1975-11-13,10:30:00,-46,167,E,"steaming, sailing",13,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
